"Species_Name","ID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Senecio vulgaris","60.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phalaris paradoxa","61.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sidalcea diploscypha","61.3",0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
"Epilobium brachycarpum","61.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca perennis","62.1",0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"Athysanus pusillus","62.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hemizonia congesta","62.3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daucus pusillus","63.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus madritensis","63.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galium murale","63.2",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"Gastridium phleoides","63.2",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Achyrachaena mollis","63.5",0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1
"Acmispon wrangelianus","64.4",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Centaurea solstitialis","65.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vicia villosa","65.3",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Hordeum marinum","65.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus diandrus","66.1",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Festuca myuros","66.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Achyrachaena mollis","67.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Navarretia pubescens","67.4",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"Galium murale","68.4",0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
"Galium murale","68.5",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0
"Melilotus indicus","68.5",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","69.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","69.1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clarkia purpurea","69.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","69.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phalaris paradoxa","69.2",0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","70.1",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hordeum marinum","70.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","70.3",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","70.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clarkia purpurea","70.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vicia villosa","70.4",0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1
"Epilobium brachycarpum","71.1",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus diandrus","71.2",0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Epilobium brachycarpum","71.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","72.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acmispon wrangelianus","73.2",0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
"Galium murale","73.3",0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"Madia elegans","73.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carduus pycnocephalus","74.1",0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"Trifolium dubium","74.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carduus pycnocephalus","74.2",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"Galium murale","74.2",0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
"Carduus pycnocephalus","74.3",0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"Galium aparine","74.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Medicago polymorpha","74.5",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Leptosiphon bicolor","75.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus diandrus","75.2",0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1
"Hypochaeris glabra","75.2",0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
"Leptosiphon bicolor","75.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hypochaeris glabra","75.4",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"Lactuca serriola","75.4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptosiphon bicolor","75.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Melilotus indicus","75.5",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Festuca myuros","76.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galium murale","76.2",0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Trifolium dubium","76.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","76.4",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus diandrus","77.1",0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
"Galium murale","77.2",0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0
"Festuca myuros","77.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galium murale","77.5",0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"Trifolium willdenovii","78.4",0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0
"Madia exigua","79.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acmispon wrangelianus","79.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca myuros","79.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus diandrus","80.5",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium hirtum","1.1",0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0
"Senecio vulgaris","1.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agoseris heterophylla","1.5",0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"Lactuca serriola","1.5",0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0
"Microseris douglasii","2.1",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0
"Festuca myuros","2.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eriogonum vimineum","2.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"Microsteris gracilis","2.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calycadenia pauciflora","3.2",0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0
"Uropappus lindleyi","3.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca perennis","3.3",0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0
"Trifolium albopurpureum","3.3",0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1
"Castilleja rubicundula","3.5",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Lasthenia californica","3.5",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Melilotus indicus","3.5",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Microseris douglasii","3.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium albopurpureum","3.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eriogonum vimineum","4.1",0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"Hypochaeris glabra","4.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microseris douglasii","4.1",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"Stellaria nitens","4.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactuca serriola","4.2",0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"Lasthenia californica","4.2",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Hypochaeris glabra","4.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lagophylla minor","4.3",0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
"Achyrachaena mollis","4.4",0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"Festuca myuros","4.4",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Lactuca serriola","4.4",0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0
"Lactuca serriola","4.5",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"Acmispon parviflorus","5.1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Croton setiger","5.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca myuros","5.1",0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Centaurea solstitialis","5.2",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bromus diandrus","5.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agoseris heterophylla","6.1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
"Avena fatua","6.4",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
"Festuca myuros","6.4",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Avena fatua","6.5",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
"Croton setiger","6.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Festuca myuros","6.5",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Trifolium albopurpureum","6.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Epilobium brachycarpum","7.2",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"Sidalcea diploscypha","7.5",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Zeltnera trichantha","7.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Castilleja attenuata","8.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","8.1",0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"Festuca myuros","8.1",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Navarretia pubescens","8.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avena fatua","8.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Clarkia purpurea","8.2",0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
"Lactuca serriola","8.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","8.4",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"Festuca myuros","8.4",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1
"Clarkia purpurea","8.5",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium dubium","8.5",0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"Epilobium brachycarpum","9.2",0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"Microsteris gracilis","9.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"Elymus caput-medusae","9.5",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Bromus madritensis","10.1",0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1
"Hypochaeris glabra","10.1",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
"Athysanus pusillus","10.2",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
"Zeltnera trichantha","10.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hordeum marinum","10.4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","10.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca perennis","10.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croton setiger","11.1",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"Acmispon brachycarpus","11.2",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Astragalus gambelianus","11.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astragalus gambelianus","11.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croton setiger","11.5",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Gastridium phleoides","11.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Agoseris heterophylla","12.1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
"Astragalus gambelianus","12.2",0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1
"Calycadenia pauciflora","12.2",0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"Pectocarya pusilla","12.2",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
"Agoseris heterophylla","12.3",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Ancistrocarphus filagineus","12.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stellaria nitens","12.3",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Achyrachaena mollis","12.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus madritensis","12.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","12.5",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Agoseris heterophylla","13.2",0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0
"Bromus hordeaceus","13.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agoseris heterophylla","13.5",0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"Festuca perennis","13.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus madritensis","14.2",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Croton setiger","14.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eriogonum vimineum","14.4",0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0
"Stellaria nitens","14.4",0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
"Croton setiger","14.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erythranthe guttata","14.5",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Zeltnera trichantha","14.5",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","15.1",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","15.1",0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0
"Microseris douglasii","15.1",0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
"Agoseris heterophylla","15.3",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Acmispon wrangelianus","15.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Achyrachaena mollis","15.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ancistrocarphus filagineus","15.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"Clarkia purpurea","15.5",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
"Epilobium brachycarpum","15.5",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Festuca myuros","15.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galium murale","15.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium dubium","15.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactuca serriola","16.1",0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1
"Lactuca serriola","16.2",0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0
"Lactuca serriola","16.3",0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
"Lysimachia arvensis","17.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centaurea solstitialis","17.2",0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
"Crassula connata","17.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactuca serriola","17.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactuca serriola","17.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium albopurpureum","17.3",0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1
"Agoseris heterophylla","17.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aira caryophyllea","17.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactuca serriola","17.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactuca serriola","17.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ancistrocarphus filagineus","18.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microseris douglasii","18.5",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Lysimachia arvensis","19.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lysimachia arvensis","19.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vicia villosa","19.3",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"Bromus hordeaceus","20.1",0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"Sidalcea diploscypha","20.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calandrinia menziesii","20.5",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hordeum marinum","20.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ancistrocarphus filagineus","21.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactuca serriola","21.2",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Epilobium brachycarpum","21.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croton setiger","21.4",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Hypochaeris glabra","22.1",0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
"Clarkia purpurea","22.3",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Nemophila heterophylla","22.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nemophila heterophylla","22.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plantago erecta","22.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carduus pycnocephalus","22.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactuca serriola","22.5",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Microsteris gracilis","22.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca myuros","23.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca perennis","23.4",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
"Festuca myuros","23.5",0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"Festuca myuros","24.1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Galium murale","24.1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Navarretia jepsonii","24.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nemophila heterophylla","24.2",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Festuca myuros","24.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactuca serriola","24.4",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cerastium glomeratum","24.5",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Githopsis specularioides","25.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
"Githopsis specularioides","25.2",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","25.2",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"Leptosiphon bicolor","25.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Claytonia parviflora","25.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca myuros","25.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epilobium brachycarpum","25.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galium aparine","25.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lessingia ramulosa","26.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
"Lysimachia arvensis","26.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lagophylla minor","27.5",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Lessingia ramulosa","27.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"Polypogon monspeliensis","27.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ancistrocarphus filagineus","28.1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"Daucus pusillus","28.2",0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"Gastridium phleoides","28.2",0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
"Hypochaeris glabra","28.3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sidalcea diploscypha","28.3",0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
"Agoseris heterophylla","28.4",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"Diplacus douglasii","28.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
"Lessingia ramulosa","28.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agoseris heterophylla","28.5",0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1
"Diplacus douglasii","28.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"Eriogonum vimineum","29.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryptantha hispidula","29.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diplacus douglasii","29.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astragalus gambelianus","29.4",0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Bromus hordeaceus","29.5",0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
"Eriogonum vimineum","29.5",0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
"Gastridium phleoides","29.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polypogon monspeliensis","29.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Githopsis specularioides","30.1",0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
"Lactuca serriola","30.1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gastridium phleoides","30.2",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Lactuca serriola","30.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus madritensis","30.3",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
